index,contract,invoice_type,billing_type,1,2,3,4,5,6,7,8,9,10,11,12,fraud_consumption,fraud_flag,SERVICE_STATUS,POWER_SUSCRIBED,TARIFF,ACTIVITY_CMS,READWITH,SEGMENT,agency,zone,block
8040673,201223152,0,1,70,66,60,77,72,75,55,58,63,74,60,63,,,1,2.2,1,6,1,5,861,3,0
9984560,201867093,0,1,57,57,53,55,63,33,47,25,23,33,39,38,,,1,2.2,1,0,1,0,867,6,0
10111885,200302973,0,2,148,,,,,,,650,359,0,0,505,,,4,2.2,1,6,1,5,829,7,0
9789692,200749122,0,1,190,229,204,235,274,279,290,339,227,159,152,162,,,4,2.2,1,6,1,5,803,2,0
1296885,200961053,0,1,72,56,48,51,57,40,52,83,67,72,98,128,,,1,2.2,1,6,1,5,844,9,0
2884986,200064329,0,1,1254,824,913,1123,887,1060,893,849,878,750,1168,1204,,,1,13.2,1,6,1,4,821,4,0
1865826,200879939,0,1,415,365,330,504,420,522,354,328,382,313,423,307,,,1,9.9,1,6,1,4,618,5,0
2808119,200822143,0,1,47,66,60,66,66,46,53,61,48,43,41,41,,,4,2.2,1,6,1,5,806,6,0
11344029,203197579,0,1,75,83,112,114,126,107,145,112,108,116,90,113,,,1,6.6,1,0,1,0,735,21,0
10050692,203155438,0,1,0,0,2,30,26,32,29,26,22,30,30,16,,,1,2.2,1,3,1,1,801,5,0
6796330,203049288,0,2,132,158,124,149,234,174,232,218,201,100,213,151,,,1,2.2,1,6,1,5,833,6,0
8761274,201874011,0,1,11,15,54,10,76,49,53,25,26,41,33,45,,,1,2.2,1,6,1,5,463,1,0
4609356,203162828,0,1,85,31,61,38,42,37,29,23,26,40,60,56,,,1,2.2,1,6,1,5,890,36,0
11821481,200917107,0,1,32,29,39,32,31,26,25,35,36,44,47,41,,,1,3.3,1,6,1,5,837,16,0
6606612,202011502,0,2,129,142,73,136,115,82,46,129,104,85,70,132,,,1,6.6,1,6,1,4,810,16,0
7094048,200302180,0,1,1209,1499,1512,1646,1684,1677,1305,1424,1126,1234,1382,1577,,,1,13.2,1,6,1,3,829,6,0
8678300,200896420,0,1,77,125,69,111,58,105,,,,,,,,,1,2.2,1,6,1,5,887,1,0
5205321,200216166,0,1,3,3,4,9,3,4,3,3,5,2,6,4,,,1,2.2,1,6,1,5,823,11,0
1152785,201435391,0,1,117,62,138,,,131,124,91,98,85,60,76,,,1,1.1,1,6,1,5,56,16,0
4438242,203150032,0,1,78,89,53,85,134,61,60,65,87,108,63,39,,,1,2.2,1,3,1,1,883,5,0
12631238,201785358,0,1,55,57,64,61,67,,53,149,143,,,38,,,1,2.2,1,6,1,5,615,18,0
12931308,203029177,0,1,362,337,305,230,329,271,272,324,259,203,208,317,,,4,2.2,1,0,1,0,828,3,0
10674554,201297139,0,1,24,23,14,30,18,9,18,63,34,27,28,43,,,1,1.1,1,6,1,5,867,27,0
2903086,202983531,0,1,84,68,67,60,79,71,107,73,97,69,58,61,,,1,2.2,1,0,1,0,822,12,0
1840848,200071588,0,1,113,94,104,117,124,208,128,126,126,112,105,141,,,1,6.6,1,3,1,2,821,13,0
8572565,200714880,0,2,118,132,,,,65,51,56,65,81,60,102,,,1,2.2,1,6,1,5,801,5,0
9815895,203046467,0,2,75,98,62,82,194,130,131,264,250,157,173,123,,,1,2.2,1,6,1,5,220,13,0
801539,203080024,0,1,66,69,44,73,58,73,80,87,45,39,32,51,,,1,2.2,1,6,1,5,832,5,0
6705189,201999868,0,1,31,18,34,,,,5,2,,,,,,,2,2.2,1,3,1,1,808,1,0
3230885,203088034,0,1,50,128,4,263,225,255,211,219,,101,101,,,,1,2.2,1,6,1,5,882,11,0
12940825,201244531,0,1,18,20,11,6,11,16,16,8,13,27,13,12,,,1,3.3,1,6,1,5,862,34,0
4059743,201187408,0,1,59,40,36,33,29,36,38,54,47,53,39,43,,,1,2.2,1,6,1,5,859,10,0
2434483,203169355,0,1,2,2,4,4,5,490,55,55,55,55,55,,,,1,2.2,1,0,1,0,735,13,0
3786433,201974272,0,1,146,164,196,85,132,32,25,219,148,,229,,,,2,2.2,1,6,1,5,823,13,0
1678480,200764977,0,2,1,15,11,29,23,25,20,31,7,13,3,6,,,1,2.2,1,3,1,1,803,14,0
8603286,203281384,0,1,,,,,0,256,,,310,30,34,17,,,4,6.6,1,6,1,4,829,10,0
784824,201686961,0,1,38,44,89,112,118,173,133,113,63,96,127,73,,,1,6.6,1,6,1,4,902,4,0
11217994,200751776,0,2,,,,,,,,,,8,0,,,,2,2.2,1,6,1,5,80303,19,0
8073709,200996182,0,1,1,2,1,2,3,2,2,1,4,2,3,4,,,1,6.6,1,6,1,4,882,3,0
13304361,201492145,0,1,28,26,25,31,26,28,26,21,36,29,28,32,,,1,1.1,1,6,1,5,815,2,0
9826570,200277682,0,1,360,157,173,188,172,138,138,125,173,188,184,135,,,1,1.1,1,6,1,5,827,26,0
7935288,201598558,0,1,124,223,186,188,207,177,174,189,189,182,195,182,,,4,2.2,1,6,1,5,960,12,0
8047359,200270468,0,1,86,116,19,103,187,171,116,391,62,206,10,138,,,1,2.2,1,6,1,5,827,15,0
1937553,200947144,0,1,68,51,63,52,34,34,36,37,32,47,57,55,,,1,2.2,1,6,1,5,840,19,0
3076453,200259879,0,1,100,114,107,124,101,90,37,100,77,95,146,129,,,1,2.2,1,6,1,5,746,25,0
881147,201633619,0,1,83,100,54,56,87,131,109,94,120,113,90,72,,,1,2.2,1,6,1,5,210,10,0
5734504,200825258,0,1,25,31,25,32,34,30,30,28,32,33,31,32,,,1,2.2,1,6,1,5,806,8,0
7160601,201771158,0,1,10,5,5,5,6,6,6,8,,,,,,,1,2.2,1,6,1,5,882,2,0
11049451,200729263,0,1,241,151,86,295,154,183,179,189,129,153,136,136,,,1,2.2,1,6,1,5,617,2,0
8007117,201598344,0,1,97,82,75,70,73,66,71,81,78,58,60,52,,,1,3.3,1,6,1,5,200,8,0
5658586,200061823,0,1,5692,6048,6498,5550,6108,5361,5008,4741,5277,5162,5459,6379,,,1,39.6,1,12,2,2,821,4,0
2987575,201342403,0,1,47,46,47,46,38,36,25,26,18,29,11,18,,,1,2.2,1,6,1,5,870,2,0
571137,200294661,0,1,,,,,,,,0,,,,,,,4,3.3,1,6,1,5,735,26,0
12064039,203045876,0,1,22,22,19,22,5,0,,37,10,32,9,24,,,1,1.1,1,6,1,5,968,8,0
3852284,201471638,0,1,100,59,22,33,21,17,34,47,46,24,22,47,,,1,1.1,1,6,1,5,140,22,0
4098261,202805536,0,1,96,18,83,58,141,234,78,206,93,102,104,124,,,1,2.2,1,6,1,5,913,2,0
13393120,203259829,0,1,,1,0,1,0,3,364,1,1,54,1,0,,,1,1.1,1,6,1,5,850,17,0
8149224,201247470,0,1,46,52,78,65,71,111,107,75,46,51,47,33,,,1,2.2,1,6,1,5,862,42,0
5082541,201463429,0,2,6,19,44,44,29,92,72,54,104,30,17,69,,,1,1.1,1,6,1,5,121,3,0
9487623,202867285,0,1,,16,10,1,6,1,4,5,8,8,,4,,,1,2.2,1,0,1,0,846,1,0
52658,201584942,0,1,56,60,49,52,66,50,48,48,37,34,16,15,,,1,2.2,1,0,1,0,861,3,0
3468043,200993304,0,1,88,62,42,75,56,85,53,26,16,29,29,18,,,1,2.2,1,6,1,5,882,2,0
3684648,203038046,0,1,,,,,,,,,29,,,0,,,1,2.2,1,6,1,5,807,14,0
2273666,200768116,0,2,138,,,,659,47,193,117,147,,285,145,,,1,6.6,1,6,1,4,609,1,0
12034845,200207381,0,1,84,98,95,107,103,91,92,100,107,100,126,100,,,1,2.2,1,6,1,5,823,6,0
10725935,201940787,0,2,134,94,126,75,125,120,134,130,127,123,149,142,,,1,2.2,1,6,1,5,611,4,0
6760697,203082331,0,2,75,115,179,166,127,151,120,145,95,127,114,165,,,1,2.2,1,6,1,5,838,2,0
4401159,200874998,0,1,0,25,0,,,,,,34,0,42,38,,,1,2.2,1,6,1,5,808,7,0
1901608,201362732,0,1,89,6,50,13,24,30,33,29,,,,107,,,1,2.2,1,6,1,5,874,8,0
13608291,200788601,0,1,19,25,23,24,26,26,28,24,34,18,21,29,,,1,2.2,1,6,1,5,804,9,0
9772030,200304004,0,1,360,457,395,400,429,407,425,418,365,352,345,372,,,1,3.3,1,6,1,5,829,7,0
8935697,201271517,0,1,,,45,,,,,,,0,,,,,1,6.6,1,6,1,4,865,2,0
6200209,201464839,0,2,,90,,,,,,295,,,,,,,6,2.2,1,6,1,5,120,1,0
10770643,202146785,0,1,263,306,267,95,,,,,233,300,249,281,,,1,2.2,1,6,1,5,617,3,0
6906227,203334549,0,1,,,,,,,,,,,71,86,,,1,2.2,1,0,1,0,846,6,0
10686912,200727331,0,2,,,,,,,,,,,1576,,,,4,2.2,1,6,1,5,617,6,0
1644640,203171218,0,1,54,68,64,32,61,67,81,63,27,75,96,99,,,4,2.2,1,6,1,5,962,26,0
5347359,201842161,0,2,0,0,0,0,0,0,61,10,11,84,118,102,,,1,2.2,1,0,1,0,862,26,0
7266974,200196246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1.1,1,25,1,1,822,10,0
11453648,200729345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,4,6.6,1,6,1,4,617,2,0
5680725,200717208,0,1,85,91,28,75,51,33,32,17,35,59,108,56,,,1,2.2,1,6,1,5,801,6,0
9033186,200967815,0,1,79,101,94,122,105,115,106,110,96,109,129,127,,,1,2.2,1,1,1,1,846,6,0
1302437,200898215,0,1,108,116,57,51,78,83,63,82,59,54,64,60,,,1,2.2,1,6,1,5,161,27,0
354046,203048010,0,1,37,52,214,250,213,247,273,252,260,172,36,50,,,1,6.6,1,0,1,0,609,1,0
2414895,201379084,0,1,181,127,115,144,102,123,128,105,107,,,,,,1,2.2,1,6,1,5,877,5,0
2081226,203141741,0,2,93,79,118,101,99,154,63,37,31,125,149,161,,,2,2.2,1,0,3,0,837,2,0
2766031,201800610,0,1,76,70,58,60,79,59,63,64,68,70,62,68,,,4,2.2,1,15,1,1,806,1,0
278356,201922993,0,1,2,2,4,4,5,9,3,2,,,,,,,1,2.2,1,6,1,5,879,5,0
11218590,201647305,0,1,39,9,0,7,33,87,54,18,33,37,34,21,,,1,2.2,1,6,1,5,213,1,0
11875784,201035382,0,1,43,48,11,40,46,11,1,33,,,,,,,1,2.2,1,6,1,5,887,6,0
7283871,202804335,0,1,,,,375,58,58,89,96,30,,,20,,,1,2.2,1,6,1,5,874,9,0
1117991,200248707,0,1,2580,3823,2710,3615,2993,3452,1969,1271,889,2132,2495,2384,,,1,26.4,1,3,1,2,825,14,0
10543936,201008329,0,1,117,94,139,174,105,52,,,,,,,,,1,3.3,1,6,1,5,883,3,0
1742982,201930579,0,1,84,151,62,80,88,99,66,63,25,0,0,35,,,1,2.2,1,6,1,5,885,3,0
903410,203266711,0,1,,,,0,0,0,56,94,384,,0,0,,,4,2.2,1,0,1,0,822,11,0
11666026,203040763,0,1,55,41,21,86,94,114,160,178,144,184,201,164,,,1,2.2,1,6,1,5,829,14,0
4883600,203172321,0,1,155,201,55,116,335,,,107,41,0,0,0,,,1,1.1,1,0,1,0,92,8,0
2287236,201171017,0,1,20,7,7,8,12,10,9,57,19,10,41,14,,,1,2.2,1,6,1,5,341,2,0
437699,201355380,0,1,30,21,16,14,20,15,17,69,29,27,,,,,1,2.2,1,6,1,5,875,12,0
2340251,203264091,0,1,,,17,35,46,36,29,33,23,35,8,3,,,1,2.2,1,0,1,0,837,18,0
13279650,200347052,0,1,182,154,137,193,212,145,124,103,153,140,94,162,,,2,6.6,1,6,1,4,833,6,0
9436948,201221256,0,1,307,366,354,314,269,333,313,317,214,171,153,160,,,4,2.2,1,6,1,5,861,3,0
667926,201030891,0,1,976,1726,1485,1116,1563,1061,1075,1765,1180,782,645,1033,,,1,82.5,1,4,1,2,885,3,0
2012585,200849422,0,2,179,197,201,163,245,50,580,604,2,394,193,251,,,4,3.3,1,6,1,5,807,15,0
163008,202852961,0,2,238,132,150,,276,145,145,,,417,145,118,,,2,2.2,1,0,1,0,822,16,0
7321861,200281334,0,1,395,108,107,107,74,101,100,132,174,185,171,134,,,1,1.1,1,6,1,5,828,1,0
4416250,201670232,0,1,1,1,7,15,21,16,12,5,4,14,13,4,,,1,1.1,1,6,1,5,964,10,0
5727956,203156677,0,1,12,12,12,16,13,14,25,24,27,21,17,12,,,1,2.2,1,0,1,0,841,1,0
1842603,201154156,0,2,56,39,58,55,16,48,69,57,143,,,,,,1,2.2,1,6,1,5,293,3,0
11461473,203138663,0,2,,,11,2,2,100,51,51,20,,,,,,1,2.2,1,6,1,5,610,3,0
7938284,200291878,0,1,49,39,62,64,62,70,64,65,62,77,76,79,,,4,2.2,1,6,1,5,735,13,0
11694116,200937097,0,1,18,13,11,15,18,19,12,17,18,17,24,28,,,1,2.2,1,6,1,5,840,2,0
11819512,200721496,0,1,0,0,0,1,0,,,,,0,14,51,,,4,2.2,1,6,1,5,801,7,0
4577236,201782712,0,1,167,67,114,134,82,142,137,85,103,107,76,106,,,4,2.2,1,6,1,5,807,13,0
8428713,201036223,0,2,26,57,44,62,41,49,69,79,68,50,52,78,,,1,2.2,1,12,1,1,887,1,0
12077963,203010568,0,1,1,1,3,2,2,1,1,0,11,0,3,288,,,1,1.1,1,6,1,5,73,3,0
2384146,201015544,0,1,92,143,116,133,144,109,97,101,98,52,27,42,,,1,2.2,1,6,1,5,883,9,0
5739323,201001005,0,2,324,363,338,387,386,411,337,373,265,345,200,150,,,1,2.2,1,6,1,5,882,8,0
6327669,203238578,0,2,16,57,21,52,63,93,148,127,0,30,40,42,,,1,2.2,1,6,1,5,882,7,0
6224174,201630553,0,1,86,59,0,120,44,17,87,32,5,8,10,5,,,1,2.2,1,6,1,5,210,7,0
670059,201661005,0,1,60,53,79,112,97,95,72,71,78,66,88,58,,,1,2.2,1,6,1,5,964,3,0
5080896,201837132,0,1,20,24,15,14,11,16,20,24,18,28,25,22,,,1,2.2,1,6,1,5,220,4,0
755803,203149313,0,1,0,,,,,,,,,,,,,,2,9.9,1,6,1,4,865,1,0
13584708,201411108,0,1,46,54,38,35,28,34,34,34,41,14,14,0,,,1,2.2,1,6,1,5,22,3,0
2291165,200053570,0,1,235,273,281,187,239,190,210,256,262,309,205,172,,,1,2.2,1,6,1,5,830,9,0
2517501,203020894,0,2,181,162,127,127,169,148,48,53,69,67,93,140,,,2,2.2,1,0,3,0,822,13,0
1801581,203261028,0,1,,,257,343,28,62,195,136,198,167,171,183,,,1,2.2,1,3,1,1,160,1,0
2649018,200917722,0,1,90,92,91,95,107,80,100,164,76,62,109,93,,,1,3.3,1,6,1,5,837,14,0
12178312,201364844,0,1,98,75,75,,151,73,25,21,,,,4,,,1,2.2,1,6,1,5,874,8,0
7151352,201860845,0,2,823,755,1576,1039,965,1123,1303,1035,1377,1068,1255,1206,,,1,13.2,1,3,2,2,804,9,0
10190257,203119812,0,1,46,44,53,45,56,77,69,58,81,33,54,88,,,1,2.2,1,6,1,5,890,44,0
9259192,201221191,0,1,28,64,29,79,68,90,91,84,89,93,13,183,,,1,2.2,1,6,1,5,861,3,0
4758373,200994392,0,1,130,77,71,85,75,63,1,70,157,82,67,73,,,1,4.4,1,6,1,3,882,2,0
5017820,200808339,0,1,89,63,60,73,76,60,96,82,74,69,68,64,,,1,2.2,1,6,1,5,613,2,0
7392390,201975274,0,2,50,38,22,25,50,59,22,34,3,,86,11,,,1,2.2,1,6,1,5,400,3,0
10037651,201811567,0,2,137,153,84,127,138,98,243,121,,363,0,137,,,1,6.6,1,6,1,4,735,11,0
10595835,200066506,0,1,1437,1501,1789,1789,1500,1501,1326,963,1384,1685,1549,1767,,,1,19.8,1,2,2,2,821,10,0
8296809,201304498,0,2,177,157,123,273,107,95,165,431,114,108,164,248,,,1,2.2,1,6,1,5,868,3,0
8644673,200838989,0,1,229,176,194,205,278,258,243,226,228,247,182,222,,,1,3.3,1,6,1,5,611,4,0
11436095,202318138,0,1,139,203,226,234,213,206,193,143,120,150,117,90,,,4,2.2,1,6,1,5,611,4,0
9884168,201000639,0,1,125,142,100,122,132,124,121,170,,73,147,,,,1,2.2,1,6,1,5,882,7,0
12839785,201195840,0,1,27,31,27,36,35,35,26,26,27,19,19,14,,,1,2.2,1,6,1,5,463,2,0
1173059,203179808,0,1,132,185,79,188,146,93,95,125,126,152,123,122,,,4,2.2,1,0,1,0,801,5,0
6588523,201987718,0,1,16,8,12,21,22,22,15,0,13,22,17,26,,,1,2.2,1,0,1,0,862,10,0
2739590,203148447,0,1,115,114,165,195,198,198,,487,134,142,214,230,,,4,2.2,1,6,1,5,210,15,0
2756792,200197778,0,1,186,169,153,153,131,151,294,209,255,276,240,226,,,2,2.2,1,6,3,5,822,12,0
9036495,201271729,0,1,7,2,6,4,4,1,5,6,7,7,8,6,,,1,2.2,1,6,1,5,865,3,0
724344,200226232,0,1,,,,,,1,75,10,20,0,7,18,,,1,2.2,1,6,1,5,824,10,0
71415,203090715,0,1,101,123,126,153,165,188,186,207,273,391,315,443,,,1,6.6,1,3,1,2,832,5,0
9581609,201449743,0,2,59,47,43,,,,,,,,0,0,,,1,1.1,1,6,1,5,87,22,0
3878977,200964072,0,1,33,20,14,13,14,10,31,18,24,31,39,52,,,1,2.2,1,3,1,1,845,3,0
6768280,201902916,0,1,34,33,28,23,27,20,12,30,26,17,17,19,,,1,2.2,1,6,1,5,846,3,0
1672386,201361478,0,1,132,83,82,88,91,89,92,61,69,82,54,32,,,1,2.2,1,6,1,5,874,7,0
5725366,201016935,0,1,49,,82,34,32,43,39,0,0,0,,,,,1,19.8,1,6,1,4,883,10,0
3291221,203227491,0,1,16,298,89,87,61,57,106,106,,185,2,10,,,1,2.2,1,0,1,0,613,6,0
546526,201919899,0,1,104,39,109,38,26,109,101,77,45,,85,58,,,1,2.2,1,0,1,0,847,5,0
7977454,201188314,0,2,0,0,0,0,,0,0,0,0,22,,7,,,1,1.1,1,6,1,5,859,7,0
12099929,203247641,0,1,125,93,108,108,58,122,121,102,116,109,110,114,,,1,2.2,1,0,1,0,805,14,0
11899184,200076836,0,1,2585,2830,3473,3410,3081,3065,2866,2647,2354,2673,2735,3341,,,2,39.6,1,3,1,2,820,18,0
1142727,201849780,0,1,101,94,111,99,118,123,99,109,118,151,202,74,,,2,2.2,1,0,3,0,831,4,0
6345661,200307194,0,1,183,246,232,233,272,234,248,213,227,187,223,218,,,1,2.2,1,3,1,1,829,11,0
8919380,200835504,0,1,49,57,46,48,59,55,56,58,60,49,43,36,,,1,2.2,1,6,1,5,614,1,0
4508621,201023319,0,1,232,205,145,184,139,164,235,167,93,48,62,23,,,1,2.2,1,6,1,5,884,1,0
2201635,200079268,0,1,210,313,263,288,292,275,65,115,69,65,90,104,,,1,2.2,1,6,1,5,830,2,0
10010563,200719146,0,1,132,157,110,102,115,122,138,142,97,161,96,122,,,1,2.2,1,6,1,5,801,5,0
3699337,201186980,0,1,101,78,56,65,73,42,23,54,45,28,14,27,,,1,2.2,1,6,1,5,859,10,0
4805187,203138951,0,1,160,144,150,158,103,167,177,161,154,160,72,93,,,1,2.2,1,6,1,5,807,2,0
5649578,200201369,0,2,683,698,717,717,600,665,530,310,230,589,600,700,,,1,19.8,1,6,1,4,822,14,0
12762943,201424449,0,1,38,43,44,,24,,,,50,19,13,14,,,1,2.2,1,6,1,5,35,3,0
2650660,200345584,0,2,122,123,108,125,127,128,134,0,267,127,134,152,,,1,2.2,1,6,1,5,833,6,0
5701003,200960028,0,1,49,60,8,43,29,39,32,5,45,26,32,54,,,1,2.2,1,6,1,5,843,2,0
6217968,201586592,0,1,60,35,28,32,29,35,37,40,28,24,28,28,,,1,2.2,1,6,1,5,161,27,0
5527701,201924347,0,1,38,16,14,12,11,10,44,30,24,16,5,5,,,1,2.2,1,3,1,1,964,11,0
9260334,200818279,0,1,229,307,280,293,302,312,312,324,298,276,292,275,,,4,2.2,1,6,1,5,806,5,0
2344723,201897767,0,1,90,25,19,88,65,88,82,88,108,108,73,45,,,1,2.2,1,6,1,5,960,28,0
4197169,203335266,0,1,,,,,,,,,,,,4,,,1,1.1,1,0,1,0,963,24,0
12024169,203024071,0,2,86,86,72,92,80,89,71,77,84,114,91,95,,,1,2.2,1,0,1,0,610,4,0
12822829,203349387,0,1,,,,,,,,,,,,0,,,2,9.9,1,6,1,3,826,1,0
8336762,203310147,0,1,,,,,,,,83,76,57,53,38,,,1,2.2,1,3,1,1,618,5,0
11822835,200271896,0,1,105,95,63,60,93,98,99,74,81,183,128,233,,,1,2.2,1,2,1,1,827,17,0
12868064,202324287,0,1,5,9,19,33,43,32,26,30,30,36,20,56,,,1,2.2,1,0,1,0,210,15,0
13096801,203010514,0,1,40,44,67,49,51,33,21,6,5,13,11,32,,,1,2.2,1,0,1,0,151,18,0
3810569,203300479,0,1,,,,,,,0,,,1,50,1,,,1,2.2,1,0,1,0,874,1,0
7980202,203189580,0,1,3,0,0,0,1,4,0,3,15,,,,,,1,2.2,1,6,1,5,877,7,0
7357460,201233419,0,1,0,379,86,112,102,110,115,148,146,113,113,106,,,1,2.2,1,6,1,5,862,4,0
12083686,201214575,0,1,64,56,44,47,61,42,84,71,39,46,41,35,,,1,2.2,1,6,1,5,462,3,0
12834328,201004171,0,1,77,77,39,33,35,33,34,196,,58,,,,,1,6.6,1,6,1,4,882,11,0
1282032,200858119,0,1,181,185,195,234,231,224,216,216,255,209,209,211,,,2,2.2,1,6,3,5,808,1,0
4044585,201246033,0,1,9,1,3,7,9,6,15,26,7,13,13,14,,,1,1.1,1,6,1,5,862,29,0
13388168,200898494,0,1,94,94,64,81,90,97,93,66,76,70,147,94,,,1,6.6,1,3,1,1,161,28,0
8403948,201039714,0,2,245,262,163,244,207,267,213,,656,186,176,367,,,1,6.6,1,6,1,4,886,1,0
8531816,201464773,0,1,72,56,56,45,65,45,66,0,22,19,53,28,,,1,2.2,1,6,1,5,120,2,0
12518326,201294493,0,1,14,17,11,12,18,22,15,23,24,30,33,19,,,1,2.2,1,6,1,5,867,17,0
988975,200067792,0,2,,283,140,140,78,401,212,107,88,98,106,93,,,2,26.4,1,10,1,2,821,11,0
6885227,201551358,0,1,153,240,156,206,198,180,208,188,150,177,200,203,,,1,2.2,1,3,1,1,828,6,0
13136124,201844631,0,2,39,39,66,58,81,79,19,191,79,110,68,71,,,4,2.2,1,0,1,0,824,22,0
4746528,200074634,0,2,408,257,273,273,357,334,467,218,335,312,703,475,,,1,6.6,1,6,1,4,820,15,0
11810739,201419881,0,1,,0,0,,,,,,,0,0,0,,,1,1.1,1,6,1,5,34,6,0
11973734,201995623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2,19.8,1,6,3,4,832,1,0
5452381,203124514,0,1,111,68,166,176,125,139,149,127,97,41,0,0,,,1,2.2,1,6,1,5,882,7,0
3751543,201273381,0,1,63,62,68,57,56,60,71,76,85,82,66,64,,,1,2.2,1,6,1,5,866,3,0
11288531,201964590,0,2,60,1,26,78,46,2,4,37,28,25,,,,,1,2.2,1,6,1,5,735,24,0
13151993,202360037,0,2,281,374,230,243,262,294,255,223,206,221,221,221,,,1,6.6,1,6,1,4,881,22,0
4550347,203229242,0,1,83,96,106,177,171,163,123,150,149,149,154,143,,,2,9.9,1,3,3,2,829,7,0
2987176,200776971,0,1,136,141,128,139,143,125,102,120,126,159,139,94,,,1,2.2,1,6,1,5,804,3,0
467024,201441346,0,1,60,10,10,10,10,4537,569,1023,838,894,703,867,,,2,13.2,1,1,1,2,80,1,0
878244,201764245,0,1,141,132,0,90,190,160,143,193,135,71,73,69,,,4,2.2,1,6,1,5,825,2,0
8162964,201009612,0,1,112,116,62,48,90,100,69,76,111,117,75,56,,,1,2.2,1,6,1,5,883,4,0
4246885,200853085,0,2,268,250,229,259,271,333,283,301,258,275,295,548,,,1,6.6,1,6,1,4,611,9,0
3834832,203003137,0,1,324,325,419,381,424,373,376,416,387,295,304,259,,,2,2.2,1,0,3,0,826,2,0
8909324,201525810,0,1,16,48,25,24,20,22,31,25,52,14,27,11,,,1,2.2,1,6,1,5,850,13,0
2715493,200344043,0,1,179,217,188,55,166,170,275,871,161,104,926,488,,,1,3.3,1,3,1,1,833,5,0
9250094,201179664,0,1,79,77,85,72,71,57,70,77,76,111,115,97,,,4,6.6,1,6,1,4,362,4,0
2398798,203068964,0,2,372,,,,,,1669,424,471,385,378,371,,,1,2.2,1,0,1,0,803,8,0
10373344,201522254,0,2,50,28,21,43,22,38,31,174,57,15,13,48,,,1,1.1,1,6,1,5,850,9,0
7206624,201813663,0,1,0,53,143,163,206,208,404,533,329,146,191,584,,,1,6.6,1,1,1,2,250,2,0
8857997,201037510,0,1,71,85,56,76,58,73,68,,188,56,54,110,,,1,2.2,1,6,1,5,886,5,0
11559433,200283602,0,1,90,66,83,81,85,88,130,72,78,102,105,75,,,1,2.2,1,3,1,1,828,3,0
8773028,200796005,0,1,156,199,181,166,182,95,122,100,135,90,97,80,,,1,2.2,1,6,1,5,805,2,0
5242966,203229082,0,1,0,0,0,0,0,0,18,2,,,,,,,1,2.2,1,6,1,5,862,2,0
3655489,201764464,0,1,42,38,42,51,44,50,46,44,10,92,51,55,,,1,2.2,1,6,1,5,860,2,0
6567032,200959174,0,1,18,11,13,13,16,21,13,14,29,37,36,34,,,1,2.2,1,6,1,5,843,5,0
1095759,203218168,0,1,185,107,33,,,17,24,34,22,,70,25,,,1,2.2,1,0,1,0,807,25,0
11697643,203296490,0,1,,,,,,,2,,3,6,2,7,,,1,2.2,1,6,1,5,866,3,0
1703053,201147166,0,2,80,42,32,65,119,90,74,51,75,,,500,,,1,1.1,1,6,1,5,291,6,0
5910641,200868974,0,1,104,127,113,125,116,126,111,101,103,88,145,73,,,1,2.2,1,6,1,5,808,4,0
8562548,201649600,0,1,75,84,70,127,34,0,62,0,17,,27,21,,,1,2.2,1,6,1,5,963,19,0
6605290,203107126,0,1,89,97,75,117,84,148,48,69,37,109,54,32,,,1,3.3,1,3,1,1,826,10,0
7314268,201934343,0,1,86,116,95,85,100,111,158,123,92,,,,,,1,2.2,1,6,1,5,291,1,0
7895587,203158947,0,2,75,67,15,,,,,284,73,69,70,66,,,1,1.1,1,0,1,0,30,7,0
9646703,200911143,0,1,205,162,181,254,212,227,205,199,153,163,164,199,,,1,1.1,1,3,1,1,837,7,0
13256868,201857270,0,1,110,85,88,101,110,120,97,98,78,94,122,104,,,1,2.2,1,6,1,5,840,19,0
2835068,201374521,0,1,159,134,60,99,121,87,86,84,,,,425,,,1,2.2,1,6,1,5,879,4,0
11599343,202800050,0,1,18,19,22,23,19,31,25,4,22,7,7,33,,,1,2.2,1,6,1,5,960,18,0
11162294,201015868,0,1,99,66,45,86,87,112,75,59,69,55,75,72,,,1,2.2,1,6,1,5,883,9,0
722418,202010220,0,2,18,18,18,18,18,18,1,0,11,0,4,0,,,1,2.2,1,6,1,5,76,14,0
5942007,201214672,0,1,54,44,45,46,57,40,43,50,50,54,73,24,,,1,2.2,1,6,1,5,462,3,0
11204229,201038227,0,2,24,24,17,28,661,104,131,,,,,,,,1,2.2,1,6,1,5,886,5,0
12190832,201552144,0,1,174,156,129,151,103,168,41,227,150,132,91,103,,,1,2.2,1,3,1,1,890,41,0
7559466,200258512,0,2,698,789,413,637,613,481,552,560,469,699,659,751,,,1,9.9,1,6,1,4,826,18,0
252563,201771873,0,1,41,13,25,27,10,46,54,46,36,30,37,58,,,1,2.2,1,0,1,0,862,15,0
12502627,200063237,0,1,126,52,87,73,56,82,73,51,54,47,85,186,,,1,2.2,1,6,1,5,821,4,0
1133771,201548013,0,1,104,81,45,21,94,226,41,121,65,72,30,83,,,4,2.2,1,0,1,0,824,4,0
